feature,importance
cat__customerID_0447-RXSGD,6.311003426346234e-05
cat__customerID_8118-TJAFG,6.30954497337177e-05
cat__customerID_7825-ECJRF,6.308300939466803e-05
cat__customerID_7206-PQBBZ,6.307757538385389e-05
cat__customerID_5692-ICXLW,6.307593424484796e-05
cat__customerID_3995-WFCSM,6.291677713815054e-05
cat__customerID_3420-ZDBMA,6.288431517101022e-05
cat__customerID_2207-NHRJK,6.286515399449844e-05
cat__customerID_8720-RQSBJ,6.282437631673662e-05
cat__customerID_8064-RAVOH,6.281529466764293e-05
cat__customerID_4367-NHWMM,6.280966140232561e-05
cat__customerID_4484-CGXFK,6.278314526042116e-05
cat__customerID_6339-YPSAH,6.27737850939605e-05
cat__customerID_3002-WQZWT,6.273479458213049e-05
cat__customerID_9090-SGQXL,6.268749770934706e-05
cat__customerID_7537-RBWEA,6.267330543526695e-05
cat__customerID_5989-PGKJB,6.266593128324327e-05
cat__customerID_6467-CHFZW,6.257475201359795e-05
cat__customerID_0224-RLWWD,6.252611210950895e-05
cat__customerID_9971-ZWPBF,6.248349570198288e-05
cat__customerID_8610-WFCJF,6.241985088835549e-05
cat__customerID_6212-ATMLK,6.238014400396215e-05
cat__customerID_9529-OFXHY,6.234641933447094e-05
cat__customerID_3771-PZOBW,6.233837838940972e-05
cat__customerID_9093-FPDLG,6.232269579804035e-05
cat__customerID_8837-VVWLQ,6.230016984497109e-05
cat__customerID_3768-NLUBH,6.229054803541124e-05
cat__customerID_3669-LVWZB,6.22882095947385e-05
cat__customerID_7072-MBHEV,6.2275719175229e-05
cat__customerID_9763-PDTKK,6.211172449373634e-05
cat__customerID_1343-EHPYB,6.209909739931783e-05
cat__customerID_5019-GQVCR,6.209220965748094e-05
cat__customerID_2962-XPMCQ,6.206228402768186e-05
cat__customerID_4547-KQRTM,6.20149913214735e-05
cat__customerID_5630-IXDXV,6.201421584073407e-05
cat__customerID_6599-RCLCJ,6.187056964076384e-05
cat__customerID_2675-DHUTR,6.184691339519337e-05
cat__customerID_6402-ZFPPI,6.18342398853673e-05
cat__customerID_6235-VDHOM,6.18009006305864e-05
cat__customerID_5857-TYBCJ,6.177063986853277e-05
cat__customerID_1399-UBQIU,6.170889126596331e-05
cat__customerID_6559-PDZLR,6.169845068548721e-05
cat__customerID_2378-VTKDH,6.16904719592113e-05
cat__customerID_3716-UVSPD,6.167164186652231e-05
cat__customerID_2959-FENLU,6.166476461396741e-05
cat__customerID_5108-ADXWO,6.164973642857135e-05
cat__customerID_1608-GMEWB,6.162598511191838e-05
cat__customerID_7065-YUNRY,6.16212854291857e-05
cat__customerID_2832-KJCRD,6.161440184510387e-05
cat__customerID_2582-FFFZR,6.15998384307551e-05
cat__customerID_6185-TASNN,6.159635572370474e-05
cat__customerID_4998-IKFSE,6.152413884105212e-05
cat__customerID_3050-GBUSH,6.150944770705137e-05
cat__customerID_4847-QNOKA,6.148444625115701e-05
cat__customerID_5119-KEPFY,6.148349213393114e-05
cat__customerID_5439-WIKXB,6.143313195804638e-05
cat__customerID_3211-AAPKX,6.139857594167255e-05
cat__customerID_9494-MRNYX,6.139622465174437e-05
cat__customerID_4062-HBMOS,6.138750892423313e-05
cat__customerID_5600-KTXFM,6.137603905779133e-05
cat__customerID_6243-OZGFH,6.136794688641796e-05
cat__customerID_6127-IYJOZ,6.129310513806574e-05
cat__customerID_6519-CFDBX,6.129186273888585e-05
cat__customerID_5442-XSDCW,6.122610165852815e-05
cat__customerID_2252-ISRNH,6.11958717720091e-05
cat__customerID_4716-HHKQH,6.118759505041942e-05
cat__customerID_1260-TTRXI,6.118257684655751e-05
cat__customerID_7825-GKXMW,6.117467628596026e-05
cat__customerID_9796-BPKIW,6.116738847209182e-05
cat__customerID_5204-QZXPU,6.110641174479448e-05
cat__customerID_7077-XJMET,6.110265894115149e-05
cat__customerID_9274-UARKJ,6.108164415538084e-05
cat__customerID_4546-FOKWR,6.106979636927626e-05
cat__customerID_5356-CSVSQ,6.106959180022372e-05
cat__customerID_6719-OXYBR,6.106107246786534e-05
cat__customerID_2697-NQBPF,6.105046496961117e-05
cat__customerID_9773-PEQBZ,6.102688082910895e-05
cat__customerID_4690-PKDQG,6.102073164354381e-05
cat__customerID_5044-LRQAQ,6.09923112657372e-05
cat__customerID_9117-SHLZX,6.095983656296748e-05
cat__customerID_0887-HJGAR,6.095983656296748e-05
cat__customerID_0093-EXYQL,6.094630525833353e-05
cat__customerID_9560-ARGQJ,6.0938577717222e-05
cat__customerID_4480-QQRHC,6.0937482912847144e-05
cat__customerID_4817-QRJSX,6.08973614457571e-05
cat__customerID_9821-POOTN,6.0890897571297114e-05
cat__customerID_1194-HVAIF,6.072313023143077e-05
cat__customerID_5652-MSDEY,6.0713910381614135e-05
cat__customerID_6595-COKXZ,6.071208503787432e-05
cat__customerID_3926-CUQZX,6.0612643226535e-05
cat__customerID_4727-MCYZG,6.056671217630597e-05
cat__customerID_7586-ZATGZ,6.0550800806347396e-05
cat__customerID_8120-JDCAM,6.054214097570321e-05
cat__customerID_4236-UJPWO,6.052381979721662e-05
cat__customerID_5485-WUYWF,6.052326470723706e-05
cat__customerID_4128-ETESU,6.0520901171770904e-05
cat__customerID_8584-KMVXD,6.0508904748699954e-05
cat__customerID_1612-EOHDH,6.0491925876888844e-05
cat__customerID_2786-GCDPI,6.048224783078152e-05
cat__customerID_5130-IEKQT,6.047679206638954e-05
cat__customerID_7508-SMHXL,6.0421959158917055e-05
cat__customerID_5047-LHVLY,6.0387517478416085e-05
cat__customerID_4484-GLZOU,6.03705460813818e-05
cat__customerID_3384-CTMSF,6.0350732438656685e-05
cat__customerID_5167-GBFRE,6.034577866058538e-05
cat__customerID_8665-UTDHZ,6.0307860802154265e-05
cat__customerID_9506-UXUSK,6.03029111259711e-05
cat__customerID_0067-DKWBL,6.030030313769025e-05
cat__customerID_3235-ETOOB,6.028705736138092e-05
cat__customerID_5385-SUIRI,6.0283849073514526e-05
cat__customerID_5696-QURRL,6.0265477987845396e-05
cat__customerID_0601-WZHJF,6.0262714519911405e-05
cat__customerID_8645-KWHJO,6.025810317581732e-05
cat__customerID_9661-ACXBS,6.025630010202863e-05
cat__customerID_0112-QAWRZ,6.020812936768574e-05
cat__customerID_6833-JMZYP,6.019828294923169e-05
cat__customerID_5899-OUVKV,6.014824417967466e-05
cat__customerID_7240-FQLHE,6.0127268562791135e-05
cat__customerID_5233-AOZUF,6.01232525273728e-05
cat__customerID_5747-PMBSQ,6.0109143937855866e-05
cat__customerID_3003-CMDUU,6.009412361514533e-05
cat__customerID_9588-OZDMQ,6.007760885657602e-05
cat__customerID_4183-MYFRB,6.0077346503640573e-05
cat__customerID_7359-PTSXY,6.004967432570633e-05
cat__customerID_1597-LHYNC,5.997354513300557e-05
cat__customerID_6583-QGCSI,5.996562310259823e-05
cat__customerID_1565-RHDJD,5.9958761657178656e-05
cat__customerID_4536-PLEQY,5.991296716357844e-05
cat__customerID_3196-NVXLZ,5.988657235762864e-05
cat__customerID_4446-BZKHU,5.987352811185895e-05
cat__customerID_2933-FILNV,5.9868316404160213e-05
cat__customerID_0439-IFYUN,5.986076042901017e-05
cat__customerID_1262-OPMFY,5.985850976941716e-05
cat__customerID_4741-WWJQZ,5.985103735533264e-05
cat__customerID_1406-PUQVY,5.982881979247232e-05
cat__customerID_7892-QVYKW,5.982817396398917e-05
cat__customerID_0641-EVBOJ,5.9782634822438e-05
cat__customerID_4373-MAVJG,5.977642950905701e-05
cat__customerID_2603-HVKCG,5.975885322542849e-05
cat__customerID_8981-FJGLA,5.975329993211905e-05
cat__customerID_7176-WIONM,5.97210243905331e-05
cat__customerID_5916-QEWPT,5.9618178496900905e-05
cat__customerID_5647-FXOTP,5.9609829736537925e-05
cat__customerID_4572-DVCGN,5.960145765064865e-05
cat__customerID_8800-ZKRFW,5.958812242642716e-05
cat__customerID_2103-ZRXFN,5.958056114172446e-05
cat__customerID_3714-NTNFO,5.957185126327405e-05
cat__customerID_1963-SVUCV,5.9570324410815906e-05
cat__customerID_5552-ZNFSJ,5.9570324410815906e-05
cat__customerID_8486-AYEQH,5.947663622938477e-05
cat__customerID_6581-NQCBA,5.940843214366269e-05
cat__customerID_3703-KBKZP,5.939769042816759e-05
cat__customerID_9398-MMQTO,5.9337455413006823e-05
cat__customerID_9540-JYROE,5.929995939864096e-05
cat__customerID_6330-JKLPC,5.92984978007725e-05
cat__customerID_4553-DVPZG,5.9295266118731815e-05
cat__customerID_8708-XPXHZ,5.928922333445331e-05
cat__customerID_3315-TOTBP,5.92871016791773e-05
cat__customerID_5899-MQZZL,5.928336921788482e-05
cat__customerID_6242-MBHPK,5.927735221776381e-05
cat__customerID_4583-PARNH,5.923701822610334e-05
cat__customerID_1478-VPOAD,5.917022046418216e-05
cat__customerID_4299-SIMNS,5.9153597536053726e-05
cat__customerID_0620-DLSLK,5.914668493493239e-05
cat__customerID_9714-EDSUC,5.908890583551105e-05
cat__customerID_1928-BXYIV,5.906789152476971e-05
cat__customerID_0570-BFQHT,5.9052090019337575e-05
cat__customerID_2038-LLMLM,5.904024925581515e-05
cat__customerID_8012-SOUDQ,5.903674500411988e-05
cat__customerID_6650-VJONK,5.903252137851441e-05
cat__customerID_8630-FJLIB,5.902827892690841e-05
cat__customerID_7233-DRTRF,5.8982489940939875e-05
cat__customerID_0082-LDZUE,5.895215503065259e-05
cat__customerID_3961-SXAXY,5.892216478494368e-05
cat__customerID_0869-PAPRP,5.8906359937757566e-05
cat__customerID_5666-CYCYZ,5.882873160138646e-05
cat__customerID_5914-DVBWJ,5.879882745340203e-05
cat__customerID_3352-ALMCK,5.8753561745881756e-05
cat__customerID_4729-XKASR,5.872863754572383e-05
cat__customerID_6178-KFNHS,5.872272309488349e-05
cat__customerID_2761-XECQW,5.8722041510654856e-05
cat__customerID_9058-MJLZC,5.8699760026485826e-05
cat__customerID_2141-RRYGO,5.869780572004581e-05
cat__customerID_5449-FIBXJ,5.869247813987095e-05
cat__customerID_0093-XWZFY,5.868581623602468e-05
cat__customerID_6458-CYIDZ,5.865172363809605e-05
cat__customerID_4238-JSSWH,5.863562286008911e-05
cat__customerID_2853-CWQFQ,5.862988867845452e-05
cat__customerID_4391-RESHN,5.8627022569357624e-05
cat__customerID_9600-NAXZN,5.862223704766767e-05
cat__customerID_8710-YGLWG,5.862019496995455e-05
cat__customerID_6347-DCUIK,5.86049305216692e-05
cat__customerID_8490-BXHEO,5.860383671930698e-05
cat__customerID_8950-MTZNV,5.8588590101974645e-05
cat__customerID_2592-SEIFQ,5.8545637775804624e-05
cat__customerID_2373-NTKOD,5.851422386290033e-05
cat__customerID_8999-BOHSE,5.850384627973006e-05
cat__customerID_9214-EKVXR,5.849747537959412e-05
cat__customerID_6204-IEUXJ,5.8473623486780394e-05
cat__customerID_3956-MGXOG,5.84428580776872e-05
cat__customerID_5879-SESNB,5.842231946491409e-05
cat__customerID_0311-UNPFF,5.837340059960279e-05
cat__customerID_1580-BMCMR,5.837105540446552e-05
cat__customerID_8189-XRIKE,5.834647884758679e-05
cat__customerID_7895-VONWT,5.832657483461687e-05
cat__customerID_3566-HJGPK,5.825530443654092e-05
cat__customerID_3167-SNQPL,5.8248422678491886e-05
cat__customerID_9168-INPSZ,5.823232107105787e-05
cat__customerID_1304-BCCFO,5.821163099425551e-05
cat__customerID_3143-JQEGI,5.821052650523193e-05
cat__customerID_0947-MUGVO,5.820604022333306e-05
cat__customerID_5215-LNLDJ,5.817528906701104e-05
cat__customerID_1597-FZREH,5.8110910193667246e-05
cat__customerID_2823-LKABH,5.8104644517510744e-05
cat__customerID_6994-KERXL,5.807892897483598e-05
cat__customerID_0637-YLETY,5.806985264130642e-05
cat__customerID_8180-AKMJV,5.8036713210272895e-05
cat__customerID_9432-VOFYX,5.796720538940849e-05
cat__customerID_5960-MVTUK,5.794729830301277e-05
cat__customerID_1730-ZMAME,5.790920092642897e-05
cat__customerID_0212-ISBBF,5.7877179973434384e-05
cat__customerID_1769-GRUIK,5.7832442078035316e-05
cat__customerID_3174-RKMOW,5.78164329181367e-05
cat__customerID_4439-JMPMT,5.7792604168126686e-05
cat__customerID_7048-GXDAY,5.777849368529153e-05
cat__customerID_8565-CLBZW,5.777738296980681e-05
cat__customerID_9885-AIBVB,5.775658094398463e-05
cat__customerID_5543-QDCRY,5.775464543830507e-05
cat__customerID_7703-ZEKEF,5.774999890156323e-05
cat__customerID_0886-QGENL,5.773786340852896e-05
cat__customerID_1264-BYWMS,5.773738043339331e-05
cat__customerID_5122-CYFXA,5.7735544899725474e-05
cat__customerID_2275-RBYQS,5.77182715276263e-05
cat__customerID_3884-HCSWG,5.770807479007976e-05
cat__customerID_4277-PVRAN,5.7684692020379035e-05
cat__customerID_9658-WYUFB,5.767450157517008e-05
cat__customerID_2070-XYMFH,5.766991457109622e-05
cat__customerID_5087-SUURX,5.766402305110305e-05
cat__customerID_1307-ATKGB,5.764880388338072e-05
cat__customerID_9053-EJUNL,5.764791567280947e-05
cat__customerID_0650-BWOZN,5.7638394204690584e-05
cat__customerID_1583-IHQZE,5.7615535705776034e-05
cat__customerID_1428-GTBJJ,5.754640949296007e-05
cat__customerID_4075-WKNIU,5.753489414430231e-05
cat__customerID_4550-VBOFE,5.7499850662607005e-05
cat__customerID_6652-YFFJO,5.743581823463759e-05
cat__customerID_4659-NZRUF,5.739175735556608e-05
cat__customerID_5175-WLYXL,5.737545392941023e-05
cat__customerID_9637-EIHEQ,5.735192973035041e-05
cat__customerID_5022-KVDQT,5.734625165017335e-05
cat__customerID_1660-HSOOQ,5.734135469857217e-05
cat__customerID_1482-OXZSY,5.72582545423126e-05
cat__customerID_5669-SRAIP,5.7218092335774965e-05
cat__customerID_6103-BOCOU,5.719293774655531e-05
cat__customerID_4065-JJAVA,5.718560155530583e-05
cat__customerID_2232-DMLXU,5.717385288905626e-05
cat__customerID_6692-UDPJC,5.715463534885592e-05
cat__customerID_3644-QXEHN,5.712117052740418e-05
cat__customerID_8182-BJDSI,5.7100940337023897e-05
cat__customerID_6352-TWCAU,5.706340264249293e-05
cat__customerID_1013-QCWAM,5.706050918805123e-05
cat__customerID_7483-IQWIB,5.705455074762844e-05
cat__customerID_3853-LYGAM,5.7049265764457495e-05
cat__customerID_2082-OJVTK,5.70228706596431e-05
cat__customerID_2359-KMGLI,5.701530888390988e-05
cat__customerID_9743-DQKQW,5.701173985472826e-05
cat__customerID_3671-SHRSP,5.700748363342276e-05
cat__customerID_1384-RCUXW,5.700699439249088e-05
cat__customerID_4879-GZLFH,5.696447120584813e-05
cat__customerID_4184-TJFAN,5.694633546448062e-05
cat__customerID_1845-ZLLIG,5.687346969508819e-05
cat__customerID_3439-GVUSX,5.682410291316219e-05
cat__customerID_1271-SJBGZ,5.681237245088455e-05
cat__customerID_1391-UBDAR,5.677836786157174e-05
cat__customerID_3798-EPWRR,5.6767416887821966e-05
cat__customerID_7978-DKUQH,5.675349114064554e-05
cat__customerID_5453-AXEPF,5.6746770270585124e-05
cat__customerID_3545-CNWRG,5.6740841287221835e-05
cat__customerID_3323-CPBWR,5.672123504316411e-05
cat__customerID_2685-SREOM,5.6717067244988535e-05
cat__customerID_3914-FDRHP,5.669393807474735e-05
cat__customerID_2322-VCZHZ,5.663867607338648e-05
cat__customerID_8456-QDAVC,5.659708025377932e-05
cat__customerID_4971-PUYQO,5.653576834881465e-05
cat__customerID_2079-FBMZK,5.650419368211543e-05
cat__customerID_3398-ZOUAA,5.64915655358759e-05
cat__customerID_9898-KZQDZ,5.644146731781047e-05
cat__customerID_0940-OUQEC,5.6423753061145375e-05
cat__customerID_9430-FRQOC,5.641513245191718e-05
cat__customerID_0354-WYROK,5.640500105072676e-05
cat__customerID_5605-IYGFG,5.639924636345017e-05
cat__customerID_4423-YLHDV,5.639210412169364e-05
cat__customerID_8819-IMISP,5.631723916281226e-05
cat__customerID_7924-GJZFI,5.6265342130091e-05
cat__customerID_4662-EKDPQ,5.624479999962978e-05
cat__customerID_4077-CROMM,5.623703184168744e-05
cat__customerID_5222-IMUKT,5.623529940214023e-05
cat__customerID_9172-JITSM,5.6234008369246604e-05
cat__customerID_9522-BNTHX,5.622053848023855e-05
cat__customerID_9895-VFOXH,5.6194155295887814e-05
cat__customerID_9281-OFDMF,5.618063510229133e-05
cat__customerID_0376-OIWME,5.612066513469341e-05
cat__customerID_6298-QDFNH,5.609828166165172e-05
cat__customerID_9505-SQFSW,5.609628071266249e-05
cat__customerID_1320-REHCS,5.607785063272999e-05
cat__customerID_0111-KLBQG,5.602702158174894e-05
cat__customerID_1513-XNPPH,5.602460236799713e-05
cat__customerID_7729-JTEEC,5.598451981051408e-05
cat__customerID_9365-SRSZE,5.596433532375648e-05
cat__customerID_0337-CNPZE,5.595364576251864e-05
cat__customerID_1891-UAWWU,5.593187676771397e-05
cat__customerID_2692-BUCFV,5.591898808252881e-05
cat__customerID_3665-JATSN,5.591251831739546e-05
cat__customerID_5950-AAAGJ,5.58669722666564e-05
cat__customerID_4030-VPZBD,5.5833080782445544e-05
cat__customerID_6599-SFQVE,5.5823333843430016e-05
cat__customerID_8212-CRQXP,5.580519750609602e-05
cat__customerID_2507-QZPQS,5.580489854492682e-05
cat__customerID_2739-CACDQ,5.5788713085065526e-05
cat__customerID_8990-ZXLSU,5.577816880515121e-05
cat__customerID_0818-OCPZO,5.573171151136118e-05
cat__customerID_5307-DZCVC,5.570380604687139e-05
cat__customerID_0219-YTZUE,5.5702344278824765e-05
cat__customerID_5482-VXSXJ,5.569801706730964e-05
cat__customerID_1777-JYQPJ,5.567872619524058e-05
cat__customerID_0727-IWKVK,5.5670858286921936e-05
cat__customerID_5981-ITEMU,5.563200601705011e-05
cat__customerID_9828-AOQLM,5.562380056695441e-05
cat__customerID_0114-PEGZZ,5.562146640319619e-05
cat__customerID_2903-YYTBW,5.558321841227013e-05
cat__customerID_2916-BQZLN,5.5576516115759e-05
cat__customerID_2528-HFYZX,5.5569491023317895e-05
cat__customerID_2209-XADXF,5.554042940893615e-05
cat__customerID_3278-FSIXX,5.552413526392183e-05
cat__customerID_6741-EGCBI,5.550251485426304e-05
cat__customerID_7020-OZKXZ,5.548415393320987e-05
cat__customerID_8468-EHYJA,5.545404221887565e-05
cat__customerID_4718-DHSMV,5.545037945220446e-05
cat__customerID_7270-BDIOA,5.5449953349660104e-05
cat__customerID_5569-OUICF,5.5437504324222836e-05
cat__customerID_3070-DVEYC,5.54356501045795e-05
cat__customerID_2575-GFSOE,5.5429232420018074e-05
cat__customerID_2656-FMOKZ,5.540526179887532e-05
cat__customerID_0537-QYZZN,5.534024484268745e-05
cat__customerID_9518-XXBXE,5.532923486413242e-05
cat__customerID_9921-QFQUL,5.531698224752515e-05
cat__customerID_2495-KZNFB,5.5314685925288654e-05
cat__customerID_1469-LBJQJ,5.524811216650867e-05
cat__customerID_4257-GAESD,5.519846416411349e-05
cat__customerID_6101-IMRMM,5.512876341862305e-05
cat__customerID_8854-CCVSQ,5.5106016960704926e-05
cat__customerID_0428-IKYCP,5.503029862909522e-05
cat__customerID_0541-FITGH,5.501911914634564e-05
cat__customerID_8066-POXGX,5.501316672059759e-05
cat__customerID_7853-OETYL,5.499012119487321e-05
cat__customerID_4881-JVQOD,5.497449577655983e-05
cat__customerID_9601-BRXPO,5.496284717268879e-05
cat__customerID_5153-RTHKF,5.4940874041478346e-05
cat__customerID_5522-JBWMO,5.4930154460767104e-05
cat__customerID_4361-JEIVL,5.4865508486433634e-05
cat__customerID_5982-FPVQN,5.481396518768793e-05
cat__customerID_7813-ZGGAW,5.478586913039306e-05
cat__customerID_6518-LGAOV,5.476232837886025e-05
cat__customerID_3934-HXCFZ,5.469458095224572e-05
cat__customerID_3137-LUPIX,5.462993991408967e-05
cat__customerID_3370-GQEAL,5.459232193141984e-05
cat__customerID_2984-MIIZL,5.455660009220785e-05
cat__customerID_7321-PKUYW,5.455205790160151e-05
cat__customerID_5364-EVNIB,5.451324612539188e-05
cat__customerID_3269-ATYWD,5.448966051107159e-05
cat__customerID_9904-EHEVJ,5.4483335494794455e-05
cat__customerID_8640-SDGKB,5.448044755798107e-05
cat__customerID_1723-HKXJQ,5.447726230201311e-05
cat__customerID_3413-BMNZE,5.447581965419823e-05
cat__customerID_7562-UXTPG,5.4459913747896495e-05
cat__customerID_3955-JBZZM,5.4425360679068475e-05
cat__customerID_7011-CVEUC,5.441842757697652e-05
cat__customerID_0611-DFXKO,5.436020135731299e-05
cat__customerID_4816-JBHOV,5.430973255047955e-05
cat__customerID_1818-ESQMW,5.4302825730090846e-05
cat__customerID_1976-CFOCS,5.4259265406328876e-05
cat__customerID_3130-ICDUP,5.424549399851368e-05
cat__customerID_0771-WLCLA,5.423154379326743e-05
cat__customerID_9625-QSTYE,5.421431396481464e-05
cat__customerID_2018-PZKMU,5.420896938773931e-05
cat__customerID_1230-QAJDW,5.416473020127228e-05
cat__customerID_2672-TGEFF,5.415454060577022e-05
cat__customerID_4919-MOAVT,5.4140743096930824e-05
cat__customerID_9026-LHEVG,5.407907297966475e-05
cat__customerID_8384-FZBJK,5.40417612792843e-05
cat__customerID_6078-VESFR,5.4026283197868145e-05
cat__customerID_1728-BQDMA,5.401400673026604e-05
cat__customerID_3452-ABWRL,5.3983977409628265e-05
cat__customerID_8286-AFUYI,5.3970034932655794e-05
cat__customerID_0529-ONKER,5.396472923482354e-05
cat__customerID_5976-JCJRH,5.396275134804712e-05
cat__customerID_9490-DFPMD,5.385482911959694e-05
cat__customerID_9058-CBREO,5.383908327338951e-05
cat__customerID_0133-BMFZO,5.382675386093307e-05
cat__customerID_1550-EENBN,5.381957031968373e-05
cat__customerID_5649-RXQTV,5.381080944250919e-05
cat__customerID_5842-POCOP,5.378493776722974e-05
cat__customerID_4902-OHLSK,5.37687242254871e-05
cat__customerID_9191-MYQKX,5.369622046781945e-05
cat__customerID_5908-QMGOE,5.369331022649567e-05
cat__customerID_9169-BSVIN,5.368523137036252e-05
cat__customerID_3754-DXMRT,5.367948694727581e-05
cat__customerID_6988-CJEYV,5.366727831599148e-05
cat__customerID_8167-GJLRN,5.360430949508837e-05
cat__customerID_2347-WKKAE,5.34891069599417e-05
cat__customerID_0362-ZBZWJ,5.346761462642025e-05
cat__customerID_5312-UXESG,5.3454947376944024e-05
cat__customerID_2675-OTVVJ,5.3447118625344484e-05
cat__customerID_3055-MJDSB,5.343416408594862e-05
cat__customerID_9961-JBNMK,5.342899422726136e-05
cat__customerID_2974-GGUXS,5.338626479852283e-05
cat__customerID_4537-DKTAL,5.3378795989342456e-05
cat__customerID_4636-QRJKY,5.337666190199095e-05
cat__customerID_2573-GYRUU,5.337580286215703e-05
cat__customerID_6818-DJXAA,5.33709964079448e-05
cat__customerID_9947-OTFQU,5.323635932523117e-05
cat__customerID_6551-GNYDG,5.3188542113173314e-05
cat__customerID_2956-GGUCQ,5.318695829172387e-05
cat__customerID_6032-IGALN,5.3169297122526885e-05
cat__customerID_0468-YRPXN,5.312043372560437e-05
cat__customerID_2105-PHWON,5.3119581946952525e-05
cat__customerID_7089-IVVAZ,5.3107376771152964e-05
cat__customerID_1728-CXQBE,5.310292668091165e-05
cat__customerID_6877-LGWXO,5.309575361735893e-05
cat__customerID_9565-DJPIB,5.30545914425452e-05
cat__customerID_4459-BBGHE,5.3048098212410146e-05
cat__customerID_3536-IQCTX,5.303448357531141e-05
cat__customerID_5980-NOPLP,5.2943320061764694e-05
cat__customerID_9492-TOKRI,5.294308886690257e-05
cat__customerID_7312-XSBAT,5.2939851048372565e-05
cat__customerID_9777-WJJPR,5.2935189031342487e-05
cat__customerID_2362-IBOOY,5.293219424042851e-05
cat__customerID_6032-KRXXO,5.2910608501542475e-05
cat__customerID_4013-UBXWQ,5.290488170648911e-05
cat__customerID_8637-XJIVR,5.283223153469197e-05
cat__customerID_8535-SFUTN,5.278674256623767e-05
cat__customerID_6416-YJTTB,5.2772467153799926e-05
cat__customerID_3005-TYFRD,5.2763795211439506e-05
cat__customerID_6900-PXRMS,5.274943210100313e-05
cat__customerID_8949-JTMAY,5.2697836072793016e-05
cat__customerID_2519-ERQOJ,5.2672623302296495e-05
cat__customerID_0125-LZQXK,5.265876559415593e-05
cat__customerID_4369-HTUIF,5.26384570140125e-05
cat__customerID_8313-KTIHG,5.26210167752626e-05
cat__customerID_8993-IZEUX,5.260587483938726e-05
cat__customerID_1173-NOEYG,5.257866289601917e-05
cat__customerID_0378-NHQXU,5.25756226926364e-05
cat__customerID_4289-DTDKW,5.257321343648682e-05
cat__customerID_5294-DMSFH,5.2536633160618214e-05
cat__customerID_6637-KYRCV,5.250384136629904e-05
cat__customerID_6464-KEXXH,5.249547361885601e-05
cat__customerID_3336-JORSO,5.247938767682155e-05
cat__customerID_0666-UXTJO,5.244229062913396e-05
cat__customerID_3703-VAVCL,5.240254006435832e-05
cat__customerID_5923-GXUOC,5.2334749140253965e-05
cat__customerID_6693-FRIRW,5.2327369145674303e-05
cat__customerID_8654-DHAOW,5.231206608919375e-05
cat__customerID_7852-LECYP,5.230385419379856e-05
cat__customerID_0623-GDISB,5.229461214148027e-05
cat__customerID_7734-DBOAI,5.226008747585281e-05
cat__customerID_1472-TNCWL,5.223808264713239e-05
cat__customerID_8631-WUXGY,5.223554934680605e-05
cat__customerID_5716-LIBJC,5.217441537861437e-05
cat__customerID_2921-XWDJH,5.216901546091381e-05
cat__customerID_5968-VXZLG,5.215045493753666e-05
cat__customerID_9667-TKTVZ,5.2121450706579545e-05
cat__customerID_0654-HMSHN,5.2093377648863086e-05
cat__customerID_2091-RFFBA,5.209190414674474e-05
cat__customerID_0374-AACSZ,5.206879173843038e-05
cat__customerID_9708-HPXWZ,5.202616467784998e-05
cat__customerID_4201-JMNGR,5.201151117325272e-05
cat__customerID_1101-SSWAG,5.1987130017584e-05
cat__customerID_9851-QXEEQ,5.197963791891449e-05
cat__customerID_7634-WSWDB,5.1955060309239725e-05
cat__customerID_6259-WJQLC,5.193806381913736e-05
cat__customerID_2049-BAFNW,5.19298059550607e-05
cat__customerID_8784-CGILN,5.192573362843423e-05
cat__customerID_7126-RBHSD,5.1911820288862644e-05
cat__customerID_7268-IGMFD,5.1874485331877624e-05
cat__customerID_7389-KBFIT,5.185742688925889e-05
cat__customerID_9415-DPEWS,5.184853122224716e-05
cat__customerID_8263-JQAIK,5.183920157457281e-05
cat__customerID_6888-SBYAI,5.1815937149479564e-05
cat__customerID_2360-RDGRO,5.180006050336344e-05
cat__customerID_8337-MSSXB,5.179833025862859e-05
cat__customerID_7798-JVXYM,5.1792225022776496e-05
cat__customerID_5858-EAFCZ,5.178864996498527e-05
cat__customerID_7794-JASDG,5.1783110186051617e-05
cat__customerID_8433-WXGNA,5.1755416036648344e-05
cat__customerID_9108-EJFJP,5.1743359379272085e-05
cat__customerID_4816-LXZYW,5.1735563370503316e-05
cat__customerID_4146-SVFUD,5.169823542787726e-05
cat__customerID_2027-CWDNU,5.167838268717019e-05
cat__customerID_2722-JMONI,5.165967018096732e-05
cat__customerID_2874-YXVVA,5.164152403944842e-05
cat__customerID_2712-SYWAY,5.164026877374418e-05
cat__customerID_4828-FAZPK,5.16374417381117e-05
cat__customerID_0177-PXBAT,5.1599014197166925e-05
cat__customerID_9800-ONTFE,5.1581838526777364e-05
cat__customerID_0701-RFGFI,5.1581699148954984e-05
cat__customerID_8642-GVWRF,5.158027962453591e-05
cat__customerID_2615-YVMYX,5.1549649815373674e-05
cat__customerID_7351-KYHQH,5.153782555646708e-05
cat__customerID_9136-ALYBR,5.1536424605657095e-05
cat__customerID_0402-CQAJN,5.153118888123921e-05
cat__customerID_9620-ENEJV,5.151422419617048e-05
cat__customerID_3932-IJWDZ,5.150025723029707e-05
cat__customerID_7967-HYCDE,5.149390413855766e-05
