accuracy,roc_auc,precision,recall,model
0.7636621717530163,0.8465447311994627,0.539047619047619,0.7566844919786097,logistic_regression
0.7906316536550745,0.8304464078121367,0.6246056782334385,0.5294117647058824,lightgbm
0.7927608232789212,0.8303986153091013,0.6453900709219859,0.48663101604278075,random_forest
0.7821149751596878,0.8243664264124622,0.6091205211726385,0.5,xgboost
